ghaffarian2021neural,"""2016""",GNN
li2018vuldeepecker,"""2016""",RNN
3172102,"""2017""",DNN
li2017software,"""2017""",CNN
3360588,"""2017""",Hybrid
li2021vuldeelocator,"""2017""",RNN
jeon2021autovas,"""2018""",RNN
zou2019mu,"""2018""",RNN
3429444,"""2019""",Hybrid
dinella2020hoppity,"""2019""",Hybrid
le2018maximal,"""2019""",DNN
lin2019software,"""2019""",RNN
hoang2019deepjit,"""2019""",CNN
cheng2019static,"""2019""",GNN
li2019improving,"""2019""",RNN
li2021vulnerability,"""2020""",Hybrid
wang2016automatically,"""2020""",DNN
yan2021han,"""2020""",Hybrid
phan2017convolutional,"""2020""",GNN
duan2019vulsniper,"""2020""",Attention Mechanism
zhou2019devign,"""2020""",GNN
dam2018automatic,"""2020""",RNN
zhuang2020smart,"""2020""",GNN
pradel2018deepbugs,"""2021""",DNN
cheng2021deepwukong,"""2021""",GNN
li2021sysevr,"""2021""",RNN
tian2020bvdetector,"""2021""",RNN
filus2020random,"""2021""",Hybrid
zheng2021vulspg,"""2021""",GNN
liu2021combining,"""2021""",GNN
wu2021peculiar,"""2021""",Transformers
liu2021smart,"""2021""",Attention Mechanism
ding2022velvet,"""2021""",GNN
sun2021vdsimilar,"""2021""",RNN
allamanis2021self,"""2021""",GNN
zheng2021vu1spg,"""2021""",GNN
cao2021bgnn4vd,"""2021""",GNN
wang2020combining,"""2021""",Hybrid
zeng2021gcn2defect,"""2021""",GNN
le2021deepcva,"""2021""",Hybrid
cao2022mvd,"""2022""",GNN
zhuang2022just,"""2022""",RNN
cheng2022path,"""2022""",Attention Mechanism
fu2022linevul,"""2022""",GNN
hin2022linevd,"""2022""",RNN
xu2022detecting,"""2022""",RNN
hanif2022vulberta,"""2022""",CNN
jain2023multi,"""2022""",Attention Mechanism
guo2022hyvuldect,"""2022""",RNN
ashizawa2021eth2vec,"""2022""",Hybrid
hariharan2022proximal,"""2022""",Attention Mechanism
tang2022sevuldet,"""2022""",CNN
wartschinski2022vudenc,"""2022""",RNN
liu2022cpgbert,"""2022""",Transformers
wu2022vulcnn,"""2022""",CNN
zou2022mvulpreter,"""2022""",GNN
yang2022source,"""2022""",Transformers
nguyen2022mando2,"""2022""",GNN
ni2022best,"""2022""",Transformers
zhang2022reentrancy,"""2022""",Attention Mechanism
nguyen2022mando,"""2022""",GNN
li2023vulanalyzer,"""2023""",Hybrid
sendner2023smarter,"""2023""",RNN
liu2023vulnerable,"""2023""",GNN
wu2023slicedlocator,"""2023""",Hybrid
li2023vulhunter,"""2023""",RNN
song2023hgivul,"""2023""",GNN
fan2023vdotr,"""2023""",GNN
wan2023software,"""2023""",CNN
pan2023fine,"""2023""",RNN
dong2023dekedver,"""2023""",GNN
chen2023smart,"""2023""",GNN
jie2023novel,"""2023""",Hybrid
zhu2023grabit,"""2023""",RNN
wang2023lcvd,"""2023""",GNN
wen2023vulnerability,"""2023""",GNN
wang2023deepvd,"""2023""",Hybrid
wang2023binvuldet,"""2023""",RNN
chen2023bitcn_drsn,"""2023""",CNN
sun2023assbert,"""2023""",Transformers
ni2023function,"""2023""",GNN
cai2023software,"""2023""",CNN
you2023smartdt,"""2023""",Hybrid
yu2023pscvfinder,"""2023""",Transformers
yuan2023enhancing,"""2023""",DNN
li2023commit,"""2023""",GNN
tang2023csgvd,"""2023""",Hybrid
ren2023smart,"""2023""",RNN
li2023smart,"""2023""",Hybrid
zhang2023svscanner,"""2023""",Hybrid
zhou2023smart,"""2023""",RNN
zheng2023multitype,"""2023""",Hybrid
li2023cross,"""2023""",Hybrid
nguyen2023mando,"""2023""",GNN
zhang2023cpvd,"""2023""",GNN
yuan2023optimizing,"""2023""",Transformers
cai2023combine,"""2023""",GNN
dong2023sedsvd,"""2023""",GNN
tao2023vulnerability,"""2023""",Hybrid
steenhoek2024dataflow,"""2024""",GNN
nguyen2024deep,"""2024""",Hybrid
tian2024enhancing,"""2024""",Attention Mechanism
wen2023meta,"""2024""",GNN
nguyen2024context,"""2024""",DNN
wu2024ultravcs,"""2024""",Hybrid
huang2024effective,"""2024""",RNN
xiao2024msgvul,"""2024""",Hybrid
lu2024grace,"""2024""",Transformers
chen2024hybrid,"""2024""",Hybrid
cai2024fine,"""2024""",Hybrid
guo2023reentrancy,"""2024""",GNN
zhen2024gnn,"""2024""",GNN
wang2024graph,"""2024""",Hybrid
nguyen2024code,"""2024""",GNN
liu2024detect,"""2024""",GNN
zhang2024vulnerability,"""2024""",GNN
kong2024multi,"""2024""",Hybrid
sun2024vdtriplet,"""2024""",CNN
sun2024gptscan,"""2024""",Transformers
du2024vulnerability,"""2024""",RNN
xiao2024vulnerability,"""2024""",GNN
hussain2024vulnerability,"""2024""",CNN
